,Grievance,label,encoding
10,My family and I are facing difficulties due to the non-availability of consular services in the country we are currently residing in.,foreign_ministry,"[-0.12130892  0.03417118  0.28186324  0.08605108 -0.00152     0.01184336
 -0.44015273  0.25448802  0.08873197  0.09815581 -0.101558   -0.130001
  0.55033726  0.15210153 -0.07172392 -0.5056625   0.38558456  0.00216337
 -0.22558182  0.01316182 -0.16602767  0.10799255  0.31813982  0.21398367
  0.09247845 -0.33552977  0.21563254 -0.43967     0.15937224  0.13749146
 -0.06306737  0.2563822  -0.06837594 -0.09149501  0.16770808  0.2714609
  0.21093002  0.13542081 -0.17257637 -0.05506882 -0.3277518  -0.19243665
  0.23217545 -0.12448082  0.42002276 -0.10283218  0.14373381 -0.15157376
  0.06439465 -0.48889303  0.18025555 -0.14477001 -0.05526001  0.6643981
  0.17641419 -1.4219364  -0.03321268 -0.6484689   1.51119     0.34278998
 -0.10803291  0.19021273 -0.09469635 -0.316299    0.5685785   0.00987155
  0.1065331  -0.05525672  0.43267295 -0.06649902 -0.14187181 -0.18981524
 -0.09361126 -0.21080199  0.429169    0.17903446 -0.21395503  0.09771863
 -0.6961183  -0.033888    0.52839655  0.04042799 -0.00988209  0.26231948
 -1.1766255  -0.20313926 -0.10823191 -0.07761972 -0.18894456 -0.29838344
 -0.2031071  -0.07724401  0.2107289  -0.10433173 -0.37866965  0.18305029
  0.01709654 -0.2282725   0.58547455 -0.06965255]"
11,"The embassy's response to emergency situations, such as natural disasters or accidents involving Nepali citizens, is inadequate.",foreign_ministry,"[-1.76348999e-01  1.98551372e-01  3.04982305e-01  2.41137996e-01
 -1.58847183e-01 -1.20227151e-02 -5.69807291e-01  2.56557256e-01
  3.51254568e-02  1.93294525e-01 -1.54130231e-03 -2.00088888e-01
  2.90917993e-01  1.90751567e-01 -2.09980961e-02 -1.52404875e-01
 -2.16091812e-01  1.09429145e-02 -5.21858096e-01  5.97845353e-02
  2.10353523e-01 -1.60876602e-01  2.62217730e-01  6.58864304e-02
 -3.70651811e-01 -7.66532719e-02 -8.77159014e-02  2.19368935e-01
 -9.21720043e-02  4.76736622e-03 -6.94234297e-02  5.75782806e-02
 -2.28631198e-01 -5.63567244e-02 -2.16288179e-01 -7.63758197e-02
  5.08147386e-05  4.55209017e-02 -3.58811975e-03  1.15912370e-01
 -3.53829980e-01  1.66226104e-01 -1.69950008e-01 -1.55000910e-01
  4.41303641e-01  1.26161024e-01  2.34369580e-02  2.16215122e-02
 -4.43054646e-01 -5.21658182e-01  3.91230226e-01 -2.19527408e-02
  5.70638403e-02  6.71889722e-01  1.35956734e-01 -1.00422239e+00
  3.17151815e-01 -2.18165264e-01  1.44085181e+00  3.73658448e-01
 -3.92317414e-01  2.28619963e-01  2.82732770e-02 -2.23145187e-01
  6.56212628e-01  1.54326439e-01 -7.19819888e-02 -2.68032670e-01
  5.56192756e-01 -3.13288420e-01 -2.00443611e-01 -4.46267247e-01
  1.95919685e-02  3.11679896e-02  6.14309251e-01  2.87501216e-01
  1.82404518e-01  4.28478628e-01 -8.06277275e-01  4.34017293e-02
  6.29991829e-01 -2.79835407e-02 -1.35078160e-02 -1.21098161e-02
 -1.11855972e+00  2.17549175e-01  1.48333609e-01  1.40000358e-01
 -4.70725089e-01 -5.07164538e-01  3.67812932e-01 -1.53029829e-01
 -1.87948927e-01 -8.46242607e-02 -2.03155279e-01  4.55739111e-01
 -2.35263646e-01 -1.24209829e-01  3.11753452e-01 -2.22669989e-01]"
12,"I have encountered issues with the attestation process for my educational documents, delaying my academic pursuits.",foreign_ministry,"[-0.15049702  0.08942339 -0.09525558  0.45862558  0.14836979 -0.18321155
  0.05958232  0.127361    0.1445262   0.17318977 -0.13043004 -0.13791221
  0.28095332 -0.14046179 -0.10966145  0.08890378  0.2291829   0.02954533
 -0.0509411   0.12775333 -0.42871556 -0.26864225  0.08356101 -0.07256889
 -0.06983799 -0.2808132   0.04864467 -0.109259   -0.20640333  0.08990555
 -0.27329266  0.07938278 -0.14764768 -0.18831912 -0.22188278 -0.01665642
 -0.20939544 -0.05728612 -0.24903335 -0.00506221 -0.6500689  -0.1625807
  0.07456311 -0.074696   -0.18662778 -0.5294855   0.2794102  -0.18740667
 -0.18193687 -0.30972153  0.4539859  -0.1097011  -0.04530055  0.74823004
  0.15370445 -1.2561189   0.11807712 -0.29962513  1.1809144   0.21942645
 -0.27653456  0.23888823 -0.06132222 -0.20798355  0.6255411  -0.35228288
  0.18742211  0.11762486  0.28805843 -0.30429986  0.02890333 -0.20010224
  0.16481203 -0.24849997 -0.33168268  0.26402187 -0.28949514 -0.09231126
 -0.67882264 -0.28183424  0.0516771   0.18572444  0.26904473  0.02060078
 -1.1959177   0.19201556  0.08161113 -0.09452089  0.1751102  -0.3651007
 -0.2240072   0.03729356 -0.09406933  0.18883222  0.00259666  0.1551201
  0.1937011  -0.19821645  0.37482923  0.314822  ]"
13,"The embassy's outreach efforts to the Nepali community abroad are insufficient, hindering community cohesion and support.",foreign_ministry,"[-0.08920364  0.20298728 -0.3081688   0.12521362  0.12091455  0.07836283
 -0.44012797  0.0430091   0.2709211   0.33541173 -0.3292559  -0.16743082
  0.16637816 -0.11450744 -0.4401659  -0.07473423  0.05969646 -0.16256677
 -0.5294827   0.36524078 -0.18447636 -0.00406863  0.23590182 -0.06240436
 -0.41505632 -0.11044736  0.13899499 -0.17060556  0.10093181  0.01626568
 -0.15074238  0.31470436 -0.13934626  0.26051998  0.01922182  0.11008928
  0.2418942   0.23067999 -0.1942228   0.11204482 -0.6934009  -0.04931181
  0.14344837  0.09139748  0.22025    -0.4400157   0.2196207   0.038338
 -0.14010681 -0.46500218 -0.17875591  0.13459818 -0.15312347  0.7273951
 -0.01740708 -1.2883847   0.08314203 -0.65703094  1.2409819   0.06206127
 -0.19919582 -0.08444191  0.01927874 -0.0620592   0.36903718  0.12498236
 -0.23234798  0.03587219  0.80235904 -0.316416    0.51601005 -0.37857437
 -0.24129583 -0.64380157  0.43477327  0.35953882 -0.08651727  0.38358048
 -0.65309376 -0.074433    0.16583937  0.32604316  0.03855505  0.11867218
 -0.9502033   0.26107427  0.11908437  0.37292394 -0.22127862 -0.4799083
 -0.07751664 -0.2743023  -0.14807817  0.04023899 -0.12746091  0.02836364
  0.0858295  -0.19157791  0.5118621   0.45529872]"
14,"I received incorrect information regarding the legalization of documents, leading to complications in my professional endeavors.",foreign_ministry,"[ 5.73560074e-02  2.98760943e-02  1.29000992e-01  1.74630597e-01
  8.59719962e-02  1.26070378e-03 -3.83970747e-03 -1.65992796e-01
  1.78852990e-01  1.08885191e-01 -4.29462083e-02  2.48458982e-02
  1.57871991e-01 -1.22059606e-01  6.66335821e-02 -1.33323923e-01
  3.52209628e-01  2.50546038e-02 -1.56800672e-01  2.79402792e-01
 -2.82853007e-01 -2.52172261e-01 -1.10638000e-01  2.61561014e-02
 -1.55413419e-01 -9.89250019e-02  2.53317386e-01 -2.84873009e-01
  5.44987991e-02 -2.31508493e-01 -1.46784306e-01  3.72281373e-01
 -1.06974207e-01 -9.74200070e-02  5.89017048e-02  1.37086911e-02
 -1.65934101e-01  1.84317499e-01 -2.96963781e-01  6.20306022e-02
 -2.58505195e-01  1.95223793e-01  1.41432937e-02 -2.41372198e-01
 -1.51277304e-01 -3.88978481e-01  1.09230101e-01 -1.58607274e-01
 -4.25935358e-01 -5.10768235e-01  4.32290882e-01  6.05718866e-02
 -1.36516303e-01  5.50870955e-01  1.14062309e-01 -1.23445702e+00
  2.13326007e-01 -3.06171983e-01  1.07973695e+00  2.39487916e-01
 -3.22724283e-01  2.45462626e-01 -4.81025018e-02 -2.25680679e-01
  5.80774963e-01 -2.97226936e-01  8.04565027e-02  6.07750043e-02
  2.09248021e-01 -3.21361393e-01 -1.71072796e-01 -1.31445855e-01
  1.22056603e-01 -1.01596914e-01  1.87575370e-01  1.06831595e-01
 -2.02969581e-01 -7.85210952e-02 -7.48134911e-01 -4.16210115e-01
  4.16362286e-01  1.15426898e-01  1.69658419e-02 -4.11374904e-02
 -1.23468506e+00 -4.97769937e-02  3.91376793e-01  6.62552863e-02
 -2.80706465e-01 -2.93605149e-01 -2.53695816e-01 -1.34211406e-01
 -7.84570947e-02 -5.29710054e-02 -4.08684090e-02  5.92030995e-02
 -8.15610576e-04 -2.86401987e-01  3.68416011e-01  4.37154062e-02]"
15,"The embassy's consular services operate with limited hours, causing inconvenience for working individuals seeking assistance.",foreign_ministry,"[-0.052267   -0.01893089 -0.14861634  0.19018824 -0.02676615  0.0660935
 -0.5106168   0.21598083  0.15505373  0.12859392  0.07969467 -0.00875441
  0.35723266  0.01912512 -0.10734286 -0.4748017   0.13769732  0.04707242
 -0.6166105   0.13291085  0.12178553  0.03541259  0.04003458 -0.11558849
 -0.08793584 -0.1280645   0.01232225 -0.33881974  0.24825074 -0.14935775
  0.047242    0.37443498 -0.18798392 -0.05646383 -0.0620495   0.29236922
  0.14867583  0.01855391 -0.06645828  0.11793726 -0.34281835 -0.10055599
  0.11881784 -0.10370809  0.2845126  -0.11868633  0.06745791 -0.31660804
 -0.10138666 -0.5059691   0.33177665 -0.01648718 -0.07963275  0.7826597
  0.01520289 -1.2448677   0.09260096 -0.59985256  1.759511    0.41017902
 -0.25252724  0.226564   -0.08010358 -0.05889333  0.47785378 -0.03201391
 -0.13117151  0.08705983  0.46496257 -0.20681214 -0.23228526 -0.5367762
  0.09602407 -0.41541472  0.5178363   0.37494442  0.14047946  0.01182334
 -0.64928    -0.07588968  0.43104687 -0.05271138 -0.00552284  0.173985
 -1.2365572   0.2399121   0.34495082  0.20490557 -0.21869968 -0.34964815
  0.01891567 -0.10501084  0.17507339 -0.38030705 -0.18967575  0.1766656
  0.18752128 -0.11605025  0.32060665 -0.07809664]"
16,I am concerned about the safety and security of Nepali citizens in the country I reside in due to insufficient embassy support.,foreign_ministry,"[-0.25508916  0.02726664  0.29551575  0.06526244  0.0174159   0.00565911
 -0.7363373   0.1203291   0.2399626   0.15556328 -0.13798521  0.03165427
  0.37734812  0.02257228 -0.31174228 -0.24719915  0.15394747 -0.11876309
 -0.54951185  0.00658636  0.08055577 -0.13408637  0.42640817  0.02059364
 -0.23136458 -0.27883476  0.21894364 -0.28568628  0.13467728  0.13360637
  0.10762563  0.12646155 -0.18499301  0.21430236  0.00316364  0.2508059
  0.28714457  0.3802648  -0.09157045  0.03395236 -0.5727801  -0.09838454
  0.38118458  0.00912072  0.47104457 -0.26800483  0.0645109   0.02636261
 -0.30333856 -0.6547732   0.2523283  -0.08786    -0.04704753  0.83634055
  0.05824165 -1.4739827   0.09339526 -0.54288435  1.66484     0.11670208
 -0.21491963  0.05645281 -0.14236799 -0.05304692  0.5134872   0.2371418
 -0.06513763  0.050883    0.45322654 -0.11913827  0.08244727 -0.34273383
 -0.1454195  -0.36470792  0.3531809   0.4527463   0.04360363  0.3338891
 -0.85549635 -0.05820001  0.64799577  0.01063588 -0.06205786  0.04494265
 -0.92996234  0.01282373  0.20876274  0.21915054 -0.33435008 -0.3672041
  0.02859818 -0.19769602 -0.16282816  0.08112139 -0.41067812  0.31208274
 -0.05272731 -0.1870525   0.45348817 -0.01087728]"
17,The embassy's online appointment system for consular services is unreliable and often leads to scheduling conflicts and delays.,foreign_ministry,"[-0.20777859 -0.14784591  0.26301417  0.00357466  0.04134283  0.04962158
 -0.16909634  0.1722699   0.18993592  0.10392684 -0.07792667 -0.08169351
  0.32341442  0.14677784 -0.09258696 -0.27313307  0.15861003 -0.17201167
 -0.23654957 -0.03192483 -0.01415833 -0.19287749  0.23180073  0.12842308
  0.07536992 -0.34912166 -0.02868051 -0.09245067  0.09757701  0.01505709
  0.03545397  0.41917706 -0.25005218 -0.11509317  0.05794934  0.22115916
 -0.12735532 -0.087332   -0.05730842  0.01760096 -0.27341393 -0.03665058
  0.15880942 -0.05448733  0.18081819 -0.33619156  0.03905815 -0.30204025
  0.12716626 -0.57657075  0.45028794 -0.05322158 -0.06789317  0.73080087
  0.12965985 -1.610693    0.0296787  -0.2843335   1.5066959   0.48197147
 -0.48367834  0.04446125  0.2383092  -0.18573166  0.56958276 -0.23637168
  0.00503483  0.08728784  0.3035665  -0.042181   -0.21213485 -0.27137664
  0.12851521 -0.29068223  0.259092    0.07981749  0.08708411  0.19702351
 -0.7018483  -0.20780481  0.446676   -0.13491143 -0.09831482  0.05476542
 -1.293638    0.0170665   0.2755275   0.05512966 -0.22930098 -0.37852
 -0.02015924  0.07697751 -0.02775582  0.11366133  0.05572543  0.05452175
  0.19498543  0.01216376  0.23803098  0.2921225 ]"
18,"I faced challenges accessing emergency medical assistance, and the embassy's guidance on healthcare options was unclear.",foreign_ministry,"[ 4.50895466e-02  1.55205116e-01  1.61403090e-01  1.79754987e-01
  5.84889092e-02 -1.40711010e-01 -2.95885026e-01  9.97700170e-02
  6.10904244e-04  5.16554676e-02  1.17010005e-01 -6.89017996e-02
  1.13953918e-01  9.01179016e-02  6.78209029e-03 -3.35326999e-01
  1.80176884e-01  9.69799012e-02 -4.86719102e-01 -3.22604477e-02
 -2.92003483e-01 -1.85565799e-01  1.19117260e-01  1.22114636e-01
 -3.19124341e-01  6.23502731e-02  1.52210191e-01 -3.47750783e-01
 -4.42576855e-01  3.75840887e-02  6.32085502e-02  2.33085677e-01
 -3.22686464e-01  1.78525701e-01 -3.39323618e-02  2.35460430e-01
 -2.16237828e-01  2.73036838e-01 -1.12074278e-01  2.83236406e-03
 -3.90675515e-01 -8.80572721e-02  3.01311642e-01 -3.10389012e-01
  1.49353266e-01 -4.24933434e-03 -9.44929123e-02  1.22069813e-01
 -1.15713812e-01 -4.22798902e-01  3.67230922e-01  1.16292737e-01
 -9.41551849e-02  7.90949762e-01  2.16648281e-01 -1.54401636e+00
  2.51792729e-01 -6.04414523e-01  1.62313640e+00  2.53140479e-01
 -6.36095703e-02  2.92090960e-02  3.94488312e-02 -8.88606384e-02
  4.07643437e-01 -2.43559822e-01 -2.57167280e-01  1.74315453e-01
  2.25327268e-01 -1.83186010e-02 -1.92887112e-01 -3.39264542e-01
 -1.34972751e-01 -3.73402953e-01  4.10019994e-01  2.17726454e-01
  7.13682771e-02  3.06129992e-01 -6.71030939e-01 -3.76943618e-01
  7.03193724e-01 -2.43432876e-02 -4.26684581e-02 -8.60543549e-02
 -1.37830234e+00  1.34166345e-01  3.22223663e-01  1.61294833e-01
 -2.16192335e-01 -2.75644541e-01  2.95959532e-01 -8.18519145e-02
  8.84557441e-02 -1.29066810e-01 -2.47386083e-01  4.05552089e-01
  2.80984074e-01 -6.20780338e-04  5.58719099e-01  1.11621745e-01]"
19,My family and I experienced financial loss due to the mishandling of our documents by the embassy during the visa application process.,foreign_ministry,"[-1.09479129e-02 -1.24335647e-01  2.17850447e-01  1.28758177e-01
 -5.87880462e-02 -4.68145497e-02 -3.36530894e-01  1.59017280e-01
  2.43708044e-01  1.57492369e-01 -3.62186767e-02  9.47120935e-02
  3.00960928e-01  1.55099959e-03 -9.45629105e-02 -1.46872073e-03
  1.44579187e-01 -6.55247271e-02 -8.92550126e-02  1.60405740e-01
 -4.13275450e-01 -1.27566904e-01  6.30727261e-02  3.14487636e-01
 -1.63738113e-02 -2.72343785e-01  2.18334004e-01 -2.87095338e-01
  5.91050014e-02 -7.90922716e-02  1.05897216e-02  4.91358399e-01
 -2.49166444e-01 -1.50437271e-02 -1.54412732e-01  3.18876356e-02
  1.21602543e-01  1.06468908e-01 -1.52153507e-01 -2.32535362e-01
 -4.84509081e-01 -3.28336567e-01  3.63524824e-01 -1.00551195e-01
  3.14324647e-02 -7.60884583e-02  1.17769368e-01 -9.96924657e-03
 -4.13136333e-02 -6.57132924e-01  3.44758272e-01 -9.10220891e-02
  9.45469067e-02  6.68839037e-01  1.03496097e-01 -1.52202725e+00
 -1.37874916e-01 -4.26841259e-01  1.55468094e+00  3.70410711e-01
 -2.72102088e-01  1.63716912e-01 -2.05274358e-01 -2.94251978e-01
  5.28755605e-01 -2.50427216e-01 -1.04159117e-02  4.07907329e-02
  2.51021892e-01 -3.00993621e-01 -3.52317303e-01 -7.99546167e-02
 -1.27782822e-01 -3.25258523e-01  1.24145173e-01  2.41254002e-01
 -1.15632370e-01 -2.25002058e-02 -8.34199965e-01  1.32006705e-01
  4.09523100e-01  6.11092821e-02 -6.54391348e-02  2.43391022e-01
 -1.12160790e+00  6.52909949e-02  2.55582720e-01 -2.75638610e-01
 -3.12260628e-01 -2.87920088e-01 -1.23582989e-01  7.49669969e-02
  8.96679237e-02  7.22518284e-03  1.44168198e-01  1.62151754e-01
  4.87149023e-02 -1.43438831e-01  3.75984579e-01  3.03739030e-02]"
20,The embassy's lack of consular services for Nepali students studying abroad is affecting our academic and personal well-being.,foreign_ministry,"[-4.82812524e-02  1.56427339e-01 -8.27154294e-02  2.62379140e-01
 -5.87891042e-03  1.20694675e-01 -4.16024655e-01  1.02663912e-01
 -4.10462432e-02  3.75304222e-01 -9.35050845e-02 -1.51424512e-01
  4.80004162e-01  2.57557601e-01 -3.29398662e-01 -1.94994137e-01
  1.64117500e-01 -6.83560073e-02 -4.30523276e-01  1.82476655e-01
 -1.44282177e-01 -2.73019150e-02  2.38915250e-01  1.17757499e-01
 -2.39927828e-01 -4.15972233e-01  2.09318355e-01 -4.28928822e-01
  7.42003322e-02 -4.24304605e-02 -1.26693830e-01  5.25945067e-01
 -3.35240692e-01  5.31091588e-03 -1.49519235e-01  2.92115062e-01
 -1.47314459e-01  3.66039187e-01 -3.37522835e-01  1.27077103e-01
 -4.42725092e-01 -1.44726425e-01  7.48072416e-02  9.85182822e-04
  2.49123618e-01 -2.29613140e-01  1.23683073e-01 -1.00628830e-01
 -4.29149978e-02 -5.06182134e-01  3.75666648e-01 -1.18503489e-01
 -1.26680419e-01  6.46961391e-01 -4.93661792e-04 -1.38286257e+00
  3.73160355e-02 -4.44428355e-01  1.63875830e+00  1.78990915e-01
 -3.66234213e-01  3.62335831e-01 -7.82619044e-02 -1.81381837e-01
  3.77638489e-01 -1.40292197e-03  5.56275062e-02  2.38451716e-02
  6.86398268e-01  3.28127556e-02  4.92072068e-02 -1.00671761e-01
  1.91792488e-01 -3.49025339e-01  7.47408345e-02  5.37484825e-01
  1.10822774e-01  1.81812122e-01 -6.39178693e-01 -3.35425407e-01
  4.39892143e-01  1.66898087e-01  1.30176023e-02 -6.57958314e-02
 -1.31279457e+00  2.29934212e-02  1.49481490e-01 -2.83178370e-02
 -1.50141075e-01 -5.32782614e-01  1.07332341e-01 -4.54624891e-02
  1.48491666e-01 -3.61092426e-02 -2.93966681e-01  2.17541412e-01
 -9.89939198e-02 -3.31990480e-01  3.67489189e-01  2.90876657e-01]"
21,"I have not received any response to my inquiries about dual citizenship, causing uncertainty about my legal status.",foreign_ministry,"[ 0.15215178 -0.08364875  0.12884767  0.11925478 -0.00771768 -0.01232445
 -0.4451728  -0.22427     0.22421932  0.13384856 -0.31275597  0.21698476
  0.3416761   0.04223667 -0.07777328 -0.31529108  0.04846666  0.05601645
 -0.04563556  0.11214587 -0.23094289 -0.26207298  0.10905889  0.09408258
 -0.04331211 -0.29079777  0.36302334 -0.39216986  0.03713978 -0.243524
  0.19052666  0.38168347 -0.23389377  0.08457332  0.00568779 -0.00884111
  0.04771445  0.07599058 -0.17689657  0.1298888  -0.6059452  -0.2184281
  0.25315666 -0.38018334  0.19739689 -0.3032354   0.22123043 -0.11616822
 -0.1842051  -0.58198     0.4593089   0.06784254  0.06381822  0.8208622
  0.23457421 -1.2897837   0.46365112 -0.53083736  1.4848177   0.24219169
 -0.06486133  0.34669778 -0.05220289 -0.20971367  0.8853778  -0.12219756
 -0.10443367  0.03003245  0.23810111 -0.16837467 -0.22703521 -0.18631111
 -0.04772456 -0.11918133  0.2200559   0.39267397 -0.21087667 -0.17338356
 -0.8146582  -0.3991711   0.5867695  -0.24894802  0.0842889   0.00738212
 -1.0136104   0.00392233  0.25265223 -0.05766645  0.01518045 -0.59352666
 -0.3052711   0.03733655 -0.13538633  0.03431333  0.19192345  0.33102456
  0.16526479 -0.11893889  0.29055533  0.02106445]"
22,"The embassy's response to citizen inquiries is slow, and there is a lack of transparency in the decision-making process.",foreign_ministry,"[-0.0541616  -0.15640609  0.11481531 -0.02555841 -0.20747969  0.00559099
 -0.49303135  0.057157    0.10214619  0.1923613  -0.0640053   0.0661736
  0.24136047 -0.08326299 -0.32721955  0.07257172 -0.287874    0.0845588
 -0.1773      0.127619   -0.07430301 -0.04764409  0.126237   -0.14914551
 -0.1450646   0.1011487   0.16321751 -0.18450388  0.13570198 -0.00260939
 -0.0246274   0.44191796 -0.17507431  0.09796029 -0.035808    0.10401311
  0.1674984  -0.0031955  -0.0836798   0.01185741 -0.576527   -0.30306548
  0.14100042 -0.0440645   0.03737401 -0.39755765  0.1140167  -0.24431601
 -0.0855062  -0.81350696  0.4396983   0.00417078 -0.0479352   0.915126
 -0.24057588 -1.547964    0.03918201 -0.30882454  1.499218    0.0768068
 -0.37296963  0.09217061 -0.11593728 -0.0572246   0.77674705 -0.0732595
 -0.0714558   0.26765698  0.2254905  -0.2472963   0.10325949 -0.24319962
 -0.10706483 -0.46025902  0.42833394  0.40622887 -0.099274    0.08289417
 -0.799368   -0.1522786   0.67876405  0.08701871 -0.1736562   0.2216324
 -1.2949216  -0.0392889   0.3488435   0.0534482  -0.3512393  -0.592389
  0.08331926 -0.0933567  -0.448496    0.12016062  0.12957954  0.23596661
  0.0172967  -0.2922508   0.26686186  0.276087  ]"
23,I encountered difficulties in obtaining information about travel restrictions and entry requirements during the COVID-19 pandemic.,foreign_ministry,"[-0.042537   -0.218376    0.2755096   0.19760899 -0.030294   -0.2437124
 -0.377263   -0.01597649  0.2618236  -0.0739218   0.0930561  -0.095532
  0.2077235  -0.12106313  0.1718239  -0.06669509  0.20647578  0.1585935
 -0.2827307  -0.13393399 -0.287211   -0.137972    0.24330822  0.0162035
 -0.20778167 -0.15065372  0.126546   -0.32847998 -0.189513   -0.19873181
 -0.31168395  0.19055821 -0.16393094 -0.1515261   0.1200356   0.1023811
  0.074356   -0.04620809 -0.3448069   0.01093297 -0.47192    -0.13063592
  0.02140201 -0.12564798  0.26015776 -0.15464601  0.19515938 -0.14233384
 -0.0251586  -0.2796232   0.5363979   0.1807079  -0.12529716  0.67791396
  0.310848   -1.130756    0.174708   -0.2408292   1.3754642   0.22923902
 -0.28007898  0.26682404 -0.02444    -0.2597529   0.588111    0.06389489
 -0.21143898 -0.07060054  0.32464236 -0.32365304 -0.271689   -0.359458
 -0.06523879 -0.2095017   0.1830436   0.3234226  -0.17297658 -0.17687142
 -0.726134   -0.1892113   0.674188   -0.22739458 -0.1238459  -0.10103221
 -1.115319    0.033702    0.20629199 -0.09826981 -0.22362289 -0.09258896
 -0.2269119   0.15836318  0.11962601 -0.33940288 -0.0793314   0.1504428
  0.04258829 -0.10688992  0.3509842  -0.060372  ]"
24,"The embassy's outreach programs to promote cultural exchange and understanding are inadequate, affecting bilateral relations.",foreign_ministry,"[ 0.11179636  0.19592938 -0.12298156  0.42852637  0.06037162 -0.40567055
 -0.32554683  0.00455618  0.217899    0.28215343 -0.4514267  -0.25974464
  0.4977377   0.09578355 -0.15615067  0.00989481  0.00395546 -0.204839
 -0.4924678  -0.01718909 -0.25917828 -0.05135287  0.14673765  0.00526782
 -0.22706509 -0.13443765  0.14051765 -0.18349099  0.00434561  0.03227273
 -0.41411665  0.71722734 -0.03054927  0.25172827 -0.11412382  0.08459899
  0.2659281   0.11071091 -0.47745532  0.00466337 -0.37716275 -0.41847655
  0.00859429  0.100822    0.00417547 -0.19837183 -0.0061444   0.10063609
 -0.23682533 -0.81187665  0.17984     0.10652449 -0.18787256  0.65162456
 -0.0133779  -1.6076074   0.27270064 -0.4609381   1.4961227   0.23592962
 -0.56414473  0.17883109 -0.153093   -0.46190003  0.40143058  0.06205028
  0.01659836  0.21238273  0.6249427  -0.21826038  0.38568717 -0.33561876
  0.18483552 -0.38714027  0.2523782   0.15427554 -0.03955464  0.20836382
 -0.72697043  0.07038254  0.3083273   0.29147503  0.17234726  0.08210628
 -1.1788706   0.43276396 -0.10907509  0.24437572 -0.32846335 -0.54669636
  0.04132772  0.04595201 -0.10260209 -0.17580444 -0.07494663  0.27493092
 -0.08970427 -0.38568285  0.3290351   0.4610279 ]"
25,The lack of consular services in remote areas is a significant challenge for Nepali citizens living in those regions.,foreign_ministry,"[-3.8660452e-01  1.3386227e-01  3.2276818e-01  2.2161345e-01
  1.2311601e-01  6.2020016e-03 -5.1858002e-01  2.6108453e-01
  1.0581371e-01  7.9430729e-02 -2.0306419e-01 -1.5056127e-01
  4.3639091e-01 -1.0480230e-01 -1.4591482e-01 -2.9482442e-01
  2.7676427e-01 -1.6699882e-01 -4.1175178e-01  2.3633546e-01
  1.9535507e-01  1.0232119e-01  3.4970218e-01  1.1463896e-03
 -2.1150683e-01 -2.7477065e-01  3.8845679e-01 -1.7684819e-01
 -2.2255184e-02 -1.8571910e-02  1.0609203e-01  1.7631646e-01
 -2.2102451e-02 -6.3958637e-02  3.5434082e-01 -2.0401355e-02
 -1.3417292e-02  2.2616147e-01 -1.5955719e-01 -9.5726391e-03
 -4.7139552e-01 -2.7424281e-02  2.0003323e-01 -8.8905178e-02
  3.1279275e-01 -1.4468935e-01  2.3059912e-01 -8.0048583e-02
 -4.0191789e-03 -3.0003592e-01 -4.5066297e-02  5.2423541e-02
 -7.5407907e-02  6.0889059e-01  2.4516587e-01 -1.3598365e+00
  1.5548855e-01 -4.7360364e-01  1.7569363e+00  2.0410274e-01
 -3.1570521e-01  4.2564270e-01 -1.2360546e-01 -2.1068507e-01
  6.9956648e-01  1.3663755e-01 -4.8038185e-02 -1.6133873e-01
  6.1122096e-01 -1.4908208e-01 -1.1811073e-01 -2.5627282e-01
  1.3978091e-01 -3.1299257e-01  3.0703890e-01  2.5007045e-01
 -6.6345245e-02  2.5711000e-01 -5.4439139e-01 -9.5164545e-02
  4.9844691e-01 -1.7615544e-02 -1.3475119e-01  1.5710019e-01
 -1.0954973e+00  1.4705418e-01  1.2921274e-01  1.1211555e-01
 -9.5707007e-02 -1.3390440e-01  1.6922922e-01 -1.5722018e-01
 -4.2179986e-03 -1.7308092e-02 -5.3637052e-01  2.4635783e-01
 -1.5827091e-01 -1.0729764e-01  4.7103453e-01  8.7202184e-02]"
